特价,原价,药名,厂家,规格,效期
券后约 ￥11.64,￥12.25,郁金,四川盛世锦荣药业有限公司,规格：500g（碎块）,效期：2025-06-30
券后约 ￥11.55,￥12.16,克咳胶囊,贵州益佰制药股份有限公司,规格：0.3g*21粒,效期：2022-01-31
券后约 ￥10.90,￥11.47,泽泻,四川盛世锦荣药业有限公司,规格：500g（切制）,效期：2025-02-28
券后约 ￥6.84,￥7.20,金银花清清宝营养素固体饮料,成都威利德生物科技有限公司委托江西樟树市正康医药生物科技有限公司生产,规格：8g*20袋,效期：2022-07-12
券后约 ￥17.13,￥18.03,地肤子,四川九威阁中药饮片有限公司,规格：0.5kg（净制）,效期：2025-06-30
券后约 ￥3.96,￥4.17,感冒软胶囊,吉林省通化博祥药业股份有限公司,规格：0.425g*13粒*2板,效期：2023-01-31
券后约 ￥14.80,￥15.58,野桂花蜂蜜,成都诚德生物科技有限公司,规格：500g,效期：2022-08-05
券后约 ￥5.96,￥6.27,心舒宝胶囊,黑龙江天翼药业有限公司,规格：0.5g*8粒*2板,效期：2023-03-31
券后约 ￥14.80,￥15.58,酒续断,成都市祺隆中药饮片有限公司,规格：0.5kg（酒炙）,效期：2025-06-30
券后约 ￥4.70,￥4.95,复方氨林巴比妥注射液,重庆迪康长江制药有限公司,规格：2ml*10支,效期：2022-04-06
券后约 ￥9.21,￥9.70,金钱草,四川盛世锦荣药业有限公司,规格：500g（切制）,效期：2025-06-30
券后约 ￥4.10,￥4.32,清口含片,美国阳光生物工程(国际)有限公司委托潮州市潮安区庵埠镇日美食品厂,规格：40g(海盐菠萝味),效期：2022-03-17
券后约 ￥179.68,￥189.14,阿胶,山东喜君康医药集团湘潭有限公司,规格：250g（铁盒）                                                ,效期：2025-02-28
券后约 ￥3.04,￥3.20,双氯芬酸钠滴眼液,江苏汉晨药业有限公司,规格：10ml(0.1%),效期：2022-05-31
券后约 ￥12.94,￥13.62,薏苡仁,四川盛世锦荣药业有限公司,规格：500g（净制）,效期：2025-07-31
,￥售罄,羚贝止咳糖浆,吉林龙泰制药股份有限公司,规格：10ml*10支(60盒/件)                                          ,效期：
券后约 ￥7.84,￥8.25,腺苷钴胺片,石药集团欧意药业有限公司,规格：0.25mg*100片,效期：2023-02-19
券后约 ￥17.69,￥18.62,肉桂,四川盛世锦荣药业有限公司,规格：500g（切制）,效期：2025-08-31
券后约 ￥7.91,￥8.33,壮阳春胶囊,吉林道君药业股份有限公司,规格：0.3g*10粒*3小盒,效期：2023-08-22
券后约 ￥11.83,￥12.45,醋香附,四川九威阁中药饮片有限公司,规格：0.5kg(醋炙),效期：2025-06-30
券后约 ￥6.37,￥6.70,复方二氯醋酸二异丙胺片,海南凯健制药有限公司,规格：14片*2板,效期：2021-11-30
券后约 ￥9.50,￥10.00,秦皮,成都市祺隆中药饮片有限公司,规格：0.5kg（丝）                                                 ,效期：2025-05-31
,￥售罄,头孢克洛干混悬剂,昆明积大制药股份有限公司,规格：0.125g*6袋,效期：
券后约 ￥34.45,￥36.26,燀桃仁,四川省卓宇制药有限公司,规格：0.5kg(燀制),效期：2025-04-30
券后约 ￥18.43,￥19.40,二维葡磷钙咀嚼片,西安利君方圆制药有限责任公司委托西安风华药业有限公司生产,规格：400片/袋                                                    ,效期：2022-07-12
券后约 ￥12.29,￥12.94,丹参,四川九威阁中药饮片有限公司,规格：0.5kg(段),效期：2025-02-28
券后约 ￥4.51,￥4.75,防风通圣丸,河南省康华药业股份有限公司,规格：6g*10袋(每20丸重1g)(水丸),效期：2022-09-30
券后约 ￥51.11,￥53.80,川西马勃,四川盛世锦荣药业有限公司,规格：500g（切制）,效期：2025-01-31
券后约 ￥4.07,￥4.28,硫酸镁注射液,河北天成药业股份有限公司,规格：10ml:2.5g*5支(玻璃安瓿),效期：
券后约 ￥23.18,￥24.40,胖大海,四川禾一天然药业有限公司,规格：90g（净选）,效期：2023-07-31
券后约 ￥4.17,￥4.39,知柏地黄丸,上海华源制药安徽广生药业有限公司,规格：200粒(浓缩丸),效期：2024-09-30
券后约 ￥33.71,￥35.48,防风,四川盛世锦荣药业有限公司,规格：1kg（切制）,效期：2025-05-31
券后约 ￥2.89,￥3.04,复方罗汉果止咳颗粒,四川菲德力制药有限公司,规格：10g*10袋                                                    ,效期：2022-04-30
券后约 ￥27.37,￥28.81,白术,四川盛世锦荣药业有限公司,规格：1kg（切制/一级）                                            ,效期：2025-05-31
券后约 ￥3.89,￥4.09,尼群地平片,辰欣药业股份有限公司,规格：10mg*100片,效期：2022-03-09
券后约 ￥27.37,￥28.81,盐杜仲,四川盛世锦荣药业有限公司,规格：1kg（盐炙）                                                 ,效期：2025-04-30
券后约 ￥3.92,￥4.13,清肺抑火丸,北京御生堂集团石家庄制药有限公司,规格：6g*6袋（水丸）,效期：2023-05-31
券后约 ￥36.31,￥38.22,石菖蒲,四川盛世锦荣药业有限公司,规格：500g（切制）,效期：2025-05-31
券后约 ￥0.97,￥1.02,氯化钠注射液,新乡市常乐制药有限责任公司,规格：10ml：90mg*5支,效期：2023-02-28
券后约 ￥24.21,￥25.48,糯米藤根,四川利民中药饮片有限责任公司,规格：500g（段）,效期：2025-06-30
券后约 ￥6.65,￥7.00,顺气化痰片,江苏中兴药业有限公司,规格：0.27g*12片*2板,效期：2022-02-28
券后约 ￥24.21,￥25.48,炙黄芪,四川天利合药业有限公司,规格：0.5kg（蜜炙）,效期：2025-06-30
券后约 ￥5.15,￥5.42,午时茶颗粒,武汉贝参药业股份有限公司(原武汉金联药业有限公司),规格：6g*20袋,效期：2022-09-08
券后约 ￥189.36,￥199.33,麸炒苍术,成都市祺隆中药饮片有限公司,规格：1kg（麸炒）,效期：2025-04-30
券后约 ￥13.51,￥14.22,恩替卡韦分散片,安徽贝克生物制药有限公司,规格：0.5mg*7片,效期：2023-05-11
券后约 ￥8.07,￥8.50,复方苦参洗剂,浙江中法制药有限公司,规格：180ml(附冲洗器),效期：2022-08-31
券后约 ￥4.46,￥4.70,炒麦芽,四川盛世锦荣药业有限公司,规格：500g（炒制）,效期：2025-06-30
券后约 ￥14.74,￥15.52,灵方脚臭净喷剂,重庆灵方生物技术有限公司,规格：30ml,效期：2023-06-16
券后约 ￥8.94,￥9.41,炒建曲,四川九威阁中药饮片有限公司,规格：0.5kg（清炒）,效期：2025-01-31
券后约 ￥13.64,￥14.36,青鹏软膏,青海省通天河藏药制药有限责任公司,规格：50g                                                         ,效期：2023-11-12
券后约 ￥17.88,￥18.82,香薷,成都市祺隆中药饮片有限公司,规格：1kg（段）                                                   ,效期：2025-05-31
券后约 ￥3.53,￥3.72,土霉素片,赤峰赛林泰药业有限公司,规格：0.25g*100片                                                 ,效期：2023-01-31
券后约 ￥91.70,￥96.53,羌活,四川九威阁中药饮片有限公司,规格：0.5kg(片),效期：2025-01-31
券后约 ￥4.79,￥5.04,人参健脾丸,北京御生堂集团石家庄制药有限公司,规格：6g*6袋（小蜜丸）,效期：2023-03-31
券后约 ￥7.35,￥7.74,炒川楝子,成都市祺隆中药饮片有限公司,规格：0.5kg（炒制）                                               ,效期：2025-03-31
券后约 ￥4.60,￥4.84,百癣夏塔热片,黑龙江省济仁药业有限公司,规格：0.31g*11片*3板(薄膜衣),效期：2023-03-31
券后约 ￥27.84,￥29.30,乌药,四川盛世锦荣药业有限公司,规格：1kg（净制）,效期：2025-08-31
券后约 ￥29.49,￥31.04,对乙酰氨基酚片,辽源市百康药业有限责任公司,规格：0.5g*1000片,效期：2023-03-31
券后约 ￥4.09,￥4.31,桑枝,四川省卓宇制药有限公司,规格：0.5kg（净制）                                               ,效期：2025-07-31
券后约 ￥14.47,￥15.23,乳癖康胶囊,哈药集团三精千鹤制药有限公司,规格：0.3g*60粒,效期：2022-04-30
券后约 ￥13.13,￥13.82,川芎,四川九威阁中药饮片有限公司,规格：0.5kg(片),效期：2025-07-31
券后约 ￥10.38,￥10.93,复方氯己定含漱液,深圳南粤药业有限公司,规格：200ml,效期：2022-08-31
券后约 ￥8.98,￥9.45,氯化钙注射液,国药集团容生制药有限公司,规格：10ml:0.3g*5支,效期：2021-09-30
券后约 ￥28.86,￥30.38,莲子,四川盛世锦荣药业有限公司,规格：500g（净制）                                                ,效期：2025-03-31
券后约 ￥6.61,￥6.96,滑石,四川盛世锦荣药业有限公司,规格：1kg（细粉）,效期：2025-03-31
券后约 ￥4.42,￥4.65,尼群地平片,天津太平洋制药有限公司,规格：10mg*100片,效期：2023-04-30
券后约 ￥12.84,￥13.52,麸炒白术,四川盛世锦荣药业有限公司,规格：500g（麸炒）,效期：2025-05-31
券后约 ￥16.13,￥16.98,替米沙坦片,南通华山药业有限公司,规格：40mg*30片,效期：2022-05-05
券后约 ￥19.92,￥20.97,生地黄,四川盛世锦荣药业有限公司,规格：1kg（切制）,效期：2025-05-31
券后约 ￥4.46,￥4.70,酒石酸美托洛尔片,常州四药制药有限公司,规格：25mg*20片,效期：2023-06-17
券后约 ￥19.92,￥20.97,麸炒青皮,四川九威阁中药饮片有限公司,规格：1kg（麸炒）,效期：2025-08-31
券后约 ￥10.14,￥10.67,益脑胶囊,中美华医(河北)制药有限公司,规格：0.3g*30粒,效期：2023-06-19
券后约 ￥24.11,￥25.38,炒辛夷,四川九威阁中药饮片有限公司,规格：0.5kg（炒制）,效期：2025-04-30
券后约 ￥9.96,￥10.48,聚维酮碘乳膏,广东恒健制药有限公司,规格：15g（10%）                                                  ,效期：2022-02-14
券后约 ￥10.43,￥10.98,熟地黄,四川盛世锦荣药业有限公司,规格：500g（炖制）,效期：2025-05-31
券后约 ￥65.70,￥69.16,补肾益寿胶囊,太极集团重庆涪陵制药厂有限公司,规格：0.3g*60粒,效期：2022-11-30
券后约 ￥4.19,￥4.41,麦芽,四川盛世锦荣药业有限公司,规格：500g（净制）,效期：2025-07-31
券后约 ￥6.52,￥6.86,护肝片,通化爱心药业股份有限公司/通化爱心药业股份有限公司,规格：0.36g*100片(薄膜衣)                                         ,效期：2022-07-21
券后约 ￥33.52,￥35.28,巴戟天,四川九威阁中药饮片有限公司,规格：0.5kg（段）,效期：2024-04-30
券后约 ￥6.59,￥6.94,碳酸氢钠片,广东南国药业有限公司/广东南国药业有限公司,规格：0.3g*100片                                                  ,效期：2022-07-31
券后约 ￥15.09,￥15.88,炒火麻仁,四川省卓宇制药有限公司,规格：0.5kg（清炒）,效期：2025-03-31
,￥您没有经营第二类医疗器械类商品资质！,热疗贴,山东新陆生物科技有限公司/鲁食药监械生产许20140042号,规格：B型*1贴*6袋（暖宫贴）,效期：2021-09-16
券后约 ￥16.48,￥17.35,槟榔,四川盛世锦荣药业有限公司,规格：500g（切制）,效期：2025-03-31
券后约 ￥29.06,￥30.59,银杏酮酯滴丸,浙江九旭药业有限公司,规格：10mg*80丸                                                   ,效期：2022-07-31
券后约 ￥297.92,￥313.60,鹿角胶,石家庄华鹏药业有限公司,规格：250g（铁盒）,效期：2023-03-31
券后约 ￥28.50,￥30.00,强力定眩片,陕西汉王药业股份有限公司,规格：0.35g*60片(糖衣),效期：2023-07-24
券后约 ￥33.05,￥34.79,生蒲黄,四川盛世锦荣药业有限公司,规格：500g（净制）,效期：2025-02-28
券后约 ￥3.32,￥3.49,骨肽片,安徽宏业药业有限公司,规格：12片(薄膜衣),效期：2022-05-31
券后约 ￥8.10,￥8.53,莱菔子,四川盛世锦荣药业有限公司,规格：500g（净制）,效期：2025-05-31
券后约 ￥5.92,￥6.23,五灵止痛胶囊,通化茂祥制药有限公司,规格：0.3g*12粒,效期：2023-01-31
券后约 ￥9.40,￥9.90,仙鹤草,四川盛世锦荣药业有限公司,规格：1kg（切制）,效期：2024-12-31
券后约 ￥18.33,￥19.29,瑞舒伐他汀钙片,南京先声东元制药有限公司,规格：10mg*7片(300盒/件),效期：2022-07-01
券后约 ￥85.65,￥90.16,海金沙,四川盛世锦荣药业有限公司,规格：500g（净制）,效期：2025-03-31
券后约 ￥17.60,￥18.53,托拉塞米片,南京正科医药股份有限公司,规格：10mg*12片,效期：2022-07-31
券后约 ￥279.30,￥294.00,新疆紫草,四川国强中药饮片有限公司,规格：500g（段）,效期：2024-11-30
券后约 ￥11.91,￥12.54,坎地沙坦酯片,天地恒一制药股份有限公司,规格：4mg*7片*4板                                                 ,效期：2022-05-31
券后约 ￥34.45,￥36.26,罗汉果,四川九威阁中药饮片有限公司,规格：12个（净制）,效期：2025-03-31
券后约 ￥12.19,￥12.83,九制大黄丸,天津中新药业集团有限公司乐仁堂制药厂,规格：6g*10袋,效期：2022-08-31
券后约 ￥34.72,￥36.55,乌梅,四川省卓宇制药有限公司,规格：1kg（净制）,效期：2025-05-31
券后约 ￥10.09,￥10.62,天麻素注射液,辅仁药业集团有限公司,规格：2ml:0.2g*10支,效期：2022-02-28
券后约 ￥36.50,￥38.42,茯苓红豆薏米粉,广东多合生物科技有限公司,规格：600g                                                        ,效期：2022-06-11
券后约 ￥5.12,￥5.39,脑灵片,景忠山国药(唐山)有限公司,规格：18片*2板,效期：2023-04-30
券后约 ￥36.50,￥38.42,枸杞红枣红豆粉,广东多合生物科技有限公司,规格：600g                                                        ,效期：2022-06-21
券后约 ￥9.23,￥9.72,盐酸伐昔洛韦片,湖北省益康制药厂委托真奥金银花药业有限公司生产,规格：0.15g*12片(薄膜衣),效期：2022-04-30
券后约 ￥6.14,￥6.46,颈康胶囊,吉林真元制药有限公司,规格：0.3g*15粒*3板,效期：2022-07-31
券后约 ￥36.50,￥38.42,核桃芝麻黑豆粉,广东多合生物科技有限公司,规格：600g                                                        ,效期：2022-06-11
券后约 ￥7.69,￥8.10,清开灵片,哈尔滨一洲制药有限公司,规格：0.5g*18片(薄膜衣),效期：2023-01-31
券后约 ￥36.50,￥38.42,莲子茯苓芡实粉,广东多合生物科技有限公司,规格：600g                                                        ,效期：2022-06-11
券后约 ￥8.07,￥8.50,荡石片,长春人民药业集团有限公司,规格：12片*2板*3小盒,效期：2023-08-31
券后约 ￥3.91,￥4.12,桑枝,四川盛世锦荣药业有限公司,规格：500g（净制）,效期：2025-07-31
券后约 ￥7.40,￥7.79,心舒宝胶囊,黑龙江天翼药业有限公司,规格：0.5g*10粒*2板                                               ,效期：2023-04-30
券后约 ￥15.64,￥16.46,粗齿川木通,四川盛世锦荣药业有限公司,规格：1kg（切制）,效期：2025-05-31
券后约 ￥6.93,￥7.29,缬沙坦氢氯噻嗪片,浙江英格莱制药有限公司,规格：80mg:12.5mg*7片,效期：2022-05-31
券后约 ￥10.43,￥10.98,煅自然铜,成都市祺隆中药饮片有限公司,规格：1kg（煅制）                                                 ,效期：2025-07-31
券后约 ￥6.50,￥6.84,氯沙坦钾片,重庆科瑞制药(集团)有限公司,规格：50mg*7片(薄膜衣),效期：2021-10-31
券后约 ￥11.64,￥12.25,盐橘核,成都市祺隆中药饮片有限公司,规格：0.5kg（盐炙）,效期：2024-02-28
券后约 ￥7.22,￥7.60,盐酸莫西沙星片,广东东阳光药业有限公司/东莞市阳之康医药有限责任公司,规格：0.4g*3片                                                    ,效期：2022-11-30
券后约 ￥27.09,￥28.52,鹿衔草,成都市祺隆中药饮片有限公司,规格：0.5kg（段）,效期：2023-03-31
券后约 ￥6.23,￥6.56,止血宁片,山西德元堂药业有限公司,规格：12片*3板,效期：2021-12-31
券后约 ￥27.09,￥28.52,白花蛇舌草,四川盛世锦荣药业有限公司,规格：1kg（切制）,效期：2025-01-31
